,hotel_name,nationality,rating,review_text,sentiment_score,sentiment
2850,Marivaux Hotel,Spain,6.3,great cover stiff bathroom sink area quite disgust due tear wear marble incredibly dirty room somewhat basic try give appearance quality nice location close cozy small shopping street old town super fast check service great quite big,0.8183,Positive
2852,Steigenberger Wiltcher's,United Kingdom,8.3,toilet flush kept break due low water pressure friendly responsive staff,0.34,Neutral
2854,Hotel Boterhuis,United Kingdom,10.0,perfect location lovely staff comfortable good breakfast highly recommend,0.9476,Positive
2855,Hotel Bourgoensch Hof,United Kingdom,10.0,great location canal main square walk tourist far away enough hear anything staff really helpful iron give top tea coffee sugar reception room spot stayed night wow bargain come back,0.9273,Positive
2856,Place 2 stay,France,8.0,close bed small lamp neither location easy check,-0.3412,Neutral
2857,Marivaux Hotel,Russia,4.6,old equipment location,0.0,Neutral
2859,Steigenberger Wiltcher's,United Kingdom,8.8,excellent location staff friendly,0.7845,Positive
2861,ibis Liège Centre Opéra,Belgium,6.0,room hot ventilator,0.0,Neutral
2862,B&B La ferme du Château de Broich,Belgium,10.0,dog la vie really living farm like proximity attention host put provide local region safe clean really nice weekend farm,0.8874,Positive
2864,Apart'Hotel Liège City Centre,Belgium,9.0,even go bar downstairs min bit rude,-0.4588,Neutral
2865,B&B 't Hoogste,Croatia,10.0,nice cozy breakfast delicious hospitality expectation,0.7579,Positive
2866,Hotel Boterhuis,Germany,10.0,nothing great location friendly helpful staff excellent breakfast eat area room spacious clean nice private parking garage overall outstanding place stay,0.8773,Positive
2867,Hotel Eurocap,United Kingdom,6.3,breakfast polite helpful,0.4215,Neutral
2868,Hotel Bourgoensch Hof,Australia,10.0,beautiful view canal highly recommend canal view huge basic breakfast walk distant around town opposite great little restaurant reasonably price pizza hut walk distance want right front canal min walk little warn though pick apparently particular scum professional get zipper watch apart town divine try cherry beer,0.9508,Positive
2869,Place 2 stay,Netherlands,8.8,nothing comfortable one night stay well clean perfect spot explore,0.7002,Positive
2870,Marivaux Hotel,Norway,6.3,noise hallway,0.0,Neutral
2872,Steigenberger Wiltcher's,Luxembourg,9.6,slow would change large quiet,0.0,Neutral
2874,ibis Liège Centre Opéra,United States,5.0,weekend even location sketchy even though middle town might good business,0.4404,Neutral
2875,B&B La ferme du Château de Broich,Belgium,9.0,incredible breakfast beautiful landscape kind host,0.8074,Positive
2876,Apart'Hotel Liège City Centre,New Zealand,8.0,apartment tricky negotiate bag easy walk railway station surround quiet,0.3182,Neutral
2877,B&B 't Hoogste,Italy,10.0,host great wonderful person place jewel middle beautiful region house perfect extremely clean describe something,0.9678,Positive
2878,The Charm,United Kingdom,9.0,bathroom low floor house design make good use space available beautifully clean well spacious light comfortable might suggest location perfect anything town beyond charm host full advice generous readily available kitchen area though tiny well design likewise bedroom main strong heating easy use street car parking weather perfect,0.9865,Positive
2879,Hotel Boterhuis,Netherlands,10.0,right roof quite around still nice nearby,0.4703,Neutral
2880,Hotel Eurocap,Netherlands,7.0,breakfast could also meat boil egg miss choice bread could,-0.1531,Neutral
2881,Hotel Bourgoensch Hof,Australia,10.0,absolutely beautiful,0.6361,Positive
2882,Place 2 stay,United Kingdom,8.0,walk close town lot close,0.0,Neutral
2883,Marivaux Hotel,Luxembourg,4.6,everything outdated breakfast could definitely coffee breakfast one bad possible bed comfy,-0.2023,Neutral
2885,Steigenberger Wiltcher's,Ireland,9.2,would expect well quality star hotel,0.2732,Neutral
2887,ibis Liège Centre Opéra,Belgium,10.0,yes tell yes tell,0.6597,Positive
2888,B&B La ferme du Château de Broich,Greece,9.0,two improvement set pet friendly take mean welcome accommodation sure host understood state sleep car temperature option uncomfortable unhappy state pet stay change set indicate owner deposit cash arrival understandable problem however owner say clearly advertisement front bury many read many people habit travel much cash day might cut short knew check passing otherwise would know farm quiet peaceful set outside town new clean comfortable would recommend ideal two especially bad weather host friendly check quick easy breakfast nice take cabin provide beforehand refrigerator cupboard many home make nice also sale,0.9776,Positive
2889,Apart'Hotel Liège City Centre,Belgium,7.1,stair tiny fan apart heat,0.3182,Neutral
2890,B&B 't Hoogste,Belgium,8.3,heavy use conditioner bed people like strong bed sleep pillow dense high taste would great selection extra anyway blanket warm issue almost everywhere grow behind polar circuit help case bed cover half synthetic thing rubber around mattress breath really well people use see lot room right roof could quite hot inside sunny day small allow move hot air fast overall may look small even notice believe spoil sleep fresh chill air natural bedroom home shy tell el personally exceptional breakfast nice perfect location work fast local although signal strength could basically stay quiet beautiful place fresh air nice accessibility car el best make stay perfect,0.9937,Positive
2891,The Charm,Belgium,9.0,easy walk distance everything bouillon host welcome available answer also agree check clean well,0.9042,Positive
2892,Hotel Boterhuis,Austria,10.0,friendly helpful staff breakfast good bread meat cereal nice location parking easily accessible major within walk distance sure reserve parking space advance limited,0.926,Positive
2893,Hotel Eurocap,United Kingdom,5.0,modern old shower microwave cooker heating shower water hot come kitchenette,0.0,Neutral
2894,Hotel Bourgoensch Hof,Ireland,10.0,location amaze beautiful everything inside right outside,0.8126,Positive
2895,Place 2 stay,United Kingdom,9.6,noisy night hear everything also would good manual work cooker would good car parking excellent location spacious comfortable,0.9022,Positive
2896,Marivaux Hotel,Russia,4.6,dirty uncomfortable far train station,-0.6705,Negative
2898,Steigenberger Wiltcher's,Romania,10.0,breakfast fact near subway,0.0,Neutral
2900,ibis Liège Centre Opéra,Luxembourg,10.0,good hotel,0.4404,Neutral
2901,Hotel Montovani,Germany,8.0,location friendliness staff breakfast,0.4588,Neutral
2903,Apart'Hotel Liège City Centre,Netherlands,8.3,lead first floor narrow metal spiral staircase difficult large lot luggage perfect spot right heart access city apartment clean well spacious living area staff helpful excellent value money,0.9313,Positive
2905,The Charm,United Kingdom,9.0,tiny thing cereal bowl yoghurt bowl would useful location property gorgeous close interest,0.872,Positive
2906,Hotel Boterhuis,Germany,10.0,little close everything visit clean comfortable,0.7184,Positive
2907,Hotel Eurocap,Belgium,7.5,breakfast every day nice location,0.4215,Neutral
2908,Hotel Bourgoensch Hof,United States,10.0,n beautiful right center everything staff helpful ask,0.7717,Positive
2909,Place 2 stay,Ireland,10.0,clean centrally affordable,0.4019,Neutral
2910,Marivaux Hotel,United Kingdom,5.4,travel solo end endless staff entrance scary solo lady traveller top hot cold water regulator broken min shower water get hot stand knob broken way turn send plumber imagine wet hair red shampoo end dark corridor wait someone come bath robe small wrap terrible location good easy find,-0.7096,Negative
2912,Steigenberger Wiltcher's,Luxembourg,10.0,spacious,0.0,Neutral
2914,ibis Liège Centre Opéra,Greece,3.0,wait time reception chack tha small work overall good experience would visit even though stayed many ibis location great,0.7906,Positive
2915,Hotel Montovani,Netherlands,8.0,price breakfast high quantity offer moreover enough shampoo body gel shower stuff super friendly eager help every time polite friendly way,0.9382,Positive
2916,Novotel Brussels City Centre,Canada,9.6,breakfast expensive would nice include price everything else great location close pedestrian walkway major close view swim pool sauna nice bonus day tour modern style also excellent,0.9509,Positive
2918,Apart'Hotel Liège City Centre,United Kingdom,8.3,noise knew restaurant still loud beautiful spacious apartment good location,0.7783,Positive
2920,The Charm,Belgium,10.0,little house nice cozy clean,0.6395,Positive
2921,Hotel Boterhuis,Germany,8.0,good breakfast helpful staff,0.6908,Positive
2922,Hotel Eurocap,United Kingdom,4.5,nothing special lot around really disappointed cost lot money service poor location,-0.8294,Negative
2923,Hotel Bourgoensch Hof,United Kingdom,6.0,mirror bathroom difficult wife use hair drier overly complicate heating adjust temperature strangely toilet seat set high ever sat toilet dangle really uncomfortable breakfast food fine standard continental good bread breakfast use bar area staff insist wash behind bar right next really noisy coffee terrible stew weak get read label vacuum flask check coffee tell flavour location fantastic staff spoke friendly helpful,-0.1405,Neutral
2924,Place 2 stay,Romania,8.3,get first apartment ground floor semibasement apartment little bit strange use also slide door bathroom common comfortable clean location great right city walk distance main stayed one night,0.8617,Positive
2925,Marivaux Hotel,Netherlands,4.2,room breakfast like prison cell small window look front wall still call deluxe charge night breakfast basic similar well cold coffee tea still ask waste money hotel,-0.3612,Neutral
2927,Steigenberger Wiltcher's,United Kingdom,9.6,noisy fault grand central big comfortable,0.4404,Neutral
